Address,City,State,Zip Code,,Year,Owner Info,Land/Imp/Tot,Exemption,Assessed
2402 BELMAR BLVD,WALL,NJ,07719,Wall,1991,"FOSTER, JEFFREY & JOYCE, 3419 WOODFIELD AVENUE, WALL, N J07719","$75,600/$78,100/$153,700",$0,"$153,700"
2402 BELMAR BLVD,WALL,NJ,07719,Wall,1990,"FOSTER, JEFFREY & JOYCE, 3419 WOODFIELD AVENUE, WALL, N J07719","$75,600/$78,100/$153,700",$0,"$153,700"
2402 BELMAR BLVD,WALL,NJ,07719,Wall,1989,"FOSTER, JEFFREY & JOYCE, 3419 WOODFIELD AVENUE, WALL, N J07719","$75,600/$43,500/$119,100",$0,"$119,100"
1601 RT 35,WALL,NJ,07719,Wall,2025,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$766,100/$1,105,500",$0,"$1,105,500"
1601 RT 35,WALL,NJ,07719,Wall,2024,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$766,100/$1,105,500",$0,"$1,105,500"
1601 RT 35,WALL,NJ,07719,Wall,2023,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2022,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2021,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2020,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2019,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2018,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2017,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2016,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$339,400/$478,900/$818,300",$0,"$818,300"
1601 RT 35,WALL,NJ,07719,Wall,2015,"1601 WALL, LLC, 11 DEAN ST C/O CHARDHRY, MADISON, NJ 07940","$233,500/$345,600/$579,100",$0,"$579,100"
1601 RT 35,WALL,NJ,07719,Wall,2014,"1601 WALL, LLC, 1601 HWY 35, WALL TWP, NJ 07719","$224,100/$128,500/$352,600",$0,"$352,600"
1601 RT 35,WALL,NJ,07719,Wall,2013,"1601 WALL, LLC, 1701 HWY 35, WALL TWP, NJ 07719","$224,100/$128,500/$352,600",$0,"$352,600"
1601 RT 35,WALL,NJ,07719,Wall,2012,"MOTIVA ENTERPRISES LLC, P.O. BOX 4369, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2011,"MOTIVA ENTERPRISES LLC, P.O. BOX 4369, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2010,"MOTIVA ENTERPRISES LLC, P.O. BOX 4369, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2009,"MOTIVA ENTERPRISES LLC, P.O. BOX 4369, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2008,"MOTIVA ENTERPRISES LLC, P.O. BOX 4369, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2007,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2006,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TX 77210","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2005,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TEXAS77002","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2004,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TEXAS77002","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2003,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TEXAS77002","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2002,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TEXAS77002","$417,700/$178,500/$596,200",$0,"$596,200"
1601 RT 35,WALL,NJ,07719,Wall,2001,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TEXAS77002","$205,100/$150,700/$355,800",$0,"$355,800"
1601 RT 35,WALL,NJ,07719,Wall,2000,"MOTIVA ENTERPRISES LLC, 1100 LOUISIANA, HOUSTON, TEXAS77002","$205,100/$150,700/$355,800",$0,"$355,800"
1601 RT 35,WALL,NJ,07719,Wall,1999,"SHELL OIL COMPANY-PROPERTY TAX, P O BOX 2099 MARKETING, HOUSTON, TX77252","$205,100/$150,700/$355,800",$0,"$355,800"
1601 RT 35,WALL,NJ,07719,Wall,1998,"SHELL OIL COMPANY-PROPERTY TAX, P O BOX 2099 MARKETING, HOUSTON, TX77252","$205,100/$150,700/$355,800",$0,"$355,800"
1601 RT 35,WALL,NJ,07719,Wall,1997,"SHELL OIL COMPANY-PROPERTY TAX, P O BOX 2099 MARKETING, HOUSTON, TX77252","$205,100/$150,700/$355,800",$0,"$355,800"
1601 RT 35,WALL,NJ,07719,Wall,1996,"SHELL OIL COMPANY-PROPERTY TAX, P O BOX 2099 MARKETING, HOUSTON, TX77252","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1995,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1994,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1993,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1992,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1991,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1990,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
1601 RT 35,WALL,NJ,07719,Wall,1989,"SHELL OIL COMPANY, P O BOX 2099, HOUSTON, TEXAS77001","$310,600/$150,700/$461,300",$0,"$461,300"
3 WALKER ST,ALLENTOWN,NJ,08501,,,,,,
2485 RT 9,HOWELL,NJ,07731,,,,,,
900 MARINA AVE,BELMAR,NJ,07719,,,,,,
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2025,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$332,800/$397,800/$730,600",$0,"$730,600"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2024,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$320,600/$397,800/$718,400",$0,"$718,400"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2023,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$270,000/$387,800/$657,800",$0,"$657,800"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2022,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$229,200/$387,800/$617,000",$0,"$617,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2021,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$205,800/$387,800/$593,600",$0,"$593,600"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2020,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$204,500/$387,800/$592,300",$0,"$592,300"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2019,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$203,200/$387,800/$591,000",$0,"$591,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2018,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$203,200/$385,800/$589,000",$0,"$589,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2017,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$196,500/$385,800/$582,300",$0,"$582,300"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2016,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$196,500/$385,800/$582,300",$0,"$582,300"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2015,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$236,300/$385,800/$622,100",$0,"$622,100"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2014,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$273,800/$383,700/$657,500",$0,"$657,500"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2013,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$273,800/$383,700/$657,500",$0,"$657,500"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2012,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$273,800/$383,700/$657,500",$0,"$657,500"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2011,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$273,800/$383,700/$657,500",$0,"$657,500"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2010,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$386,300/$383,700/$770,000",$0,"$770,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2009,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$386,300/$383,700/$770,000",$0,"$770,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2008,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$386,300/$383,700/$770,000",$0,"$770,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2007,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$386,300/$383,700/$770,000",$0,"$770,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2006,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ 08501","$386,300/$383,700/$770,000",$0,"$770,000"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2005,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2004,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2003,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2002,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2001,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,2000,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1999,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1998,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1997,"GASKO OIL COMPANY INC., 1650 OLD YORK RD, ALLENTOWN, NJ08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1996,"GASKILL, WM F, 1650 OLD YORK RD, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1995,"GASKILL, WM F, 1650 OLD YORK RD, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1994,"GASKILL, WM F, 1650 OLD YORK RD, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1993,"GASKILL, WM F, 1650 OLD YORK RD, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1992,"GASKILL, WM F, RD 1 BOX 2010, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1991,"GASKILL, WM F, RD 1 BOX 2010, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1990,"GASKILL, WM F, RD 1 BOX 2010, ALLENTOWN, N J08501","$77,300/$259,600/$336,900",$0,"$336,900"
1650 OLD YORK RD,UPPER FREEHOLD,NJ,08501,Upper Freehold,1989,"GASKILL, WM F, RD 1 BOX 2010, ALLENTOWN, N J08501","$18,100/$235,400/$253,500",$0,"$253,500"
2001 RT 9,HOWELL,NJ,07731,Howell,2025,"MALHOTRA & KOCHHAR REALTY, INC, 2001 US HIGHWAY 9, HOWELL, NJ 07731","$420,000/$330,400/$750,400",$0,"$750,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2024,"MALHOTRA & KOCHHAR REALTY, INC, 2001 US HIGHWAY 9, HOWELL, NJ 07731","$420,000/$298,100/$718,100",$0,"$718,100"
2001 RT 9,HOWELL,NJ,07731,Howell,2023,"MALHOTRA & KOCHHAR REALTY, INC, 2001 US HIGHWAY 9, HOWELL, NJ 07731","$420,000/$267,200/$687,200",$0,"$687,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2022,"MALHOTRA & KOCHHAR REALTY, INC, 2001 US HIGHWAY 9, HOWELL, NJ 07731","$420,000/$250,400/$670,400",$0,"$670,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2021,"BENIM NINE, LLC, 2001 RT 9 NORTH, HOWELL, NJ 07731","$420,000/$325,400/$745,400",$0,"$745,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2020,"BENIM NINE, LLC, 2001 RT 9 NORTH, HOWELL, NJ 07731","$420,000/$307,200/$727,200",$0,"$727,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2019,"BENIM NINE, LLC, 2001 RT 9 NORTH, HOWELL, NJ 07731","$420,000/$181,300/$601,300",$0,"$601,300"
2001 RT 9,HOWELL,NJ,07731,Howell,2018,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$420,000/$289,500/$709,500",$0,"$709,500"
2001 RT 9,HOWELL,NJ,07731,Howell,2017,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$449,400/$181,300/$630,700",$0,"$630,700"
2001 RT 9,HOWELL,NJ,07731,Howell,2016,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$441,000/$181,300/$622,300",$0,"$622,300"
2001 RT 9,HOWELL,NJ,07731,Howell,2015,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$427,600/$181,300/$608,900",$0,"$608,900"
2001 RT 9,HOWELL,NJ,07731,Howell,2014,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$407,300/$181,300/$588,600",$0,"$588,600"
2001 RT 9,HOWELL,NJ,07731,Howell,2013,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$407,300/$181,300/$588,600",$0,"$588,600"
2001 RT 9,HOWELL,NJ,07731,Howell,2012,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$407,300/$181,300/$588,600",$0,"$588,600"
2001 RT 9,HOWELL,NJ,07731,Howell,2011,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$509,100/$181,300/$690,400",$0,"$690,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2010,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$509,100/$181,300/$690,400",$0,"$690,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2009,"BENIM NINE, LLC, 17 GRISTMILL RD, HOWELL, NJ 07731","$509,100/$181,300/$690,400",$0,"$690,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2008,"SADIK, SADIK H., 2001 US HIGHWAY 9, HOWELL, NJ 07731","$509,100/$181,300/$690,400",$0,"$690,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2007,"SADIK, SADIK H., 2001 US HIGHWAY 9, HOWELL, NJ 07731","$509,100/$181,300/$690,400",$0,"$690,400"
2001 RT 9,HOWELL,NJ,07731,Howell,2006,"SADIK, SADIK H., 254 BETSY ROSS DRIVE, HOWELL, NJ 07731","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2005,"SADIK, SADIK H., 254 BETSY ROSS DRIVE, FREEHOLD, NJ07728","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2004,"SADIK, NEZINE, 2001 US HIGHWAY 9, HOWELL NJ07731","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2003,"SADIK, NEZINE, 2001 US HIGHWAY 9, HOWELL NJ07731","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2002,"SADIK, NEZINE, 2001 US HIGHWAY 9, HOWELL NJ07731","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2001,"SADIK, NEZINE, 2001 US HIGHWAY 9, HOWELL NJ07731","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,2000,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE NJ07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1999,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE, N.J.07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1998,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE, N.J.07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1997,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE, N.J.07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1996,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE, N.J.07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1995,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE, N.J.07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1994,"SADIK, NEZINE, 5 SANDBURG DRIVE, MORGANVILLE, N.J.07751","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1993,"DI MAURO, A G A V & HELEN, 13531 CLAUDIA DRIVE, HUDSON, FLORIDA34667","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1992,"DI MAURO, A G A V & HELEN, 13531 CLAUDIA DRIVE, HUDSON, FLORIDA34667","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1991,"DI MAURO, A G A V & HELEN, 13531 CLAUDIA DRIVE, HUDSON, FLORIDA34667","$158,700/$186,500/$345,200",$0,"$345,200"
2001 RT 9,HOWELL,NJ,07731,Howell,1990,"DI MAURO, A G A V & HELEN, 816 MORRIS BLVD, TOMS RIVER, N J08753","$30,100/$88,500/$118,600",$0,"$118,600"
2001 RT 9,HOWELL,NJ,07731,Howell,1989,"DI MAURO, A G A V & HELEN, 816 MORRIS BLVD, TOMS RIVER, N J08753","$30,100/$88,500/$118,600",$0,"$118,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2025,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, NJ 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2024,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, NJ 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2023,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, NJ 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2022,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, NJ 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2021,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2020,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2019,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2018,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2017,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2016,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$243,600/$309,000/$552,600",$0,"$552,600"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2015,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$177,200/$128,600/$305,800",$0,"$305,800"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2014,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2013,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2012,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2011,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2010,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2009,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2008,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2007,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2006,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL TWP, N J 07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2005,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL, N J07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2004,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL, N J07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2003,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL, N J07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2002,"R & M DESARNO LLC, 1701 RANDOLPH WAY, WALL, N J07719","$183,100/$128,600/$311,700",$0,"$311,700"
3240 BELMAR BLVD,WALL,NJ,07719,Wall,2001,"DE SARNO, RICHARD L & MARILYN, 1701 RANDOLPH WAY, WALL, N J07719","$74,500/$99,600/$174,100",$0,"$174,100"
